order_id,order_date,region,category,product,units,unit_price,revenue,customer_id,product_id
905,2025-04-11,North,Outdoor,Hiking Boots,4,1316.32,5265.28,50,3
906,2025-04-26,North,Outdoor,Trail Backpack,3,1330.83,3992.49,52,1
907,2025-04-19,North,Outdoor,Trail Backpack,6,881.59,5289.54,53,1
908,2025-04-20,North,Outdoor,Camping Tent,7,514.1,3598.7,16,2
909,2025-04-21,North,Outdoor,Trail Backpack,7,597.4,4181.8,70,1
910,2025-04-24,North,Outdoor,Camping Tent,2,2579.38,5158.76,18,2
911,2025-04-16,North,Outdoor,Trail Backpack,6,385.04,2310.24,51,1
912,2025-04-27,North,Outdoor,Hiking Boots,1,4671.36,4671.36,65,3
913,2025-04-10,North,Outdoor,Trail Backpack,2,1714.76,3429.52,65,1
914,2025-04-07,North,Outdoor,Trail Backpack,8,519.62,4156.96,16,1
915,2025-04-09,North,Outdoor,Hiking Boots,8,419.91,3359.28,54,3
916,2025-04-08,North,Electronics,Action Camera,2,1447.24,2894.48,1,6
917,2025-04-21,North,Electronics,Smart Speaker,7,425.91,2981.37,54,5
918,2025-04-26,North,Electronics,Wireless Earbuds,5,772.43,3862.15,86,4
919,2025-04-27,North,Electronics,Smart Speaker,2,2851.32,5702.64,17,5
920,2025-04-14,North,Electronics,Smart Speaker,1,6256.73,6256.73,84,5
921,2025-04-24,North,Electronics,Smart Speaker,3,1955.62,5866.86,30,5
922,2025-04-04,North,Electronics,Action Camera,8,368.84,2950.72,39,6
923,2025-04-28,North,Electronics,Smart Speaker,8,717.98,5743.84,97,5
924,2025-04-25,North,Electronics,Action Camera,2,1563.89,3127.78,81,6
925,2025-04-08,North,Electronics,Action Camera,5,875.53,4377.65,84,6
926,2025-04-16,North,Electronics,Action Camera,5,681.53,3407.65,11,6
927,2025-04-06,North,Electronics,Smart Speaker,4,1080.95,4323.8,98,5
928,2025-04-21,North,Electronics,Smart Speaker,6,836.7,5020.2,29,5
929,2025-04-23,North,Electronics,Wireless Earbuds,6,583.93,3503.58,48,4
930,2025-04-10,North,Electronics,Action Camera,7,625.61,4379.27,80,6
931,2025-04-29,North,Clothing,Running Shorts,1,2762.92,2762.92,63,9
932,2025-04-12,North,Clothing,Running Shorts,5,678.71,3393.55,37,9
933,2025-04-24,North,Clothing,Running Shorts,2,1406.6,2813.2,27,9
934,2025-04-13,North,Clothing,Rain Jacket,3,839.35,2518.05,64,7
935,2025-04-20,North,Clothing,Merino Sweater,1,3618.78,3618.78,7,8
936,2025-04-23,North,Clothing,Merino Sweater,6,565.35,3392.1,32,8
937,2025-04-20,North,Clothing,Rain Jacket,2,1151.81,2303.62,35,7
938,2025-04-08,North,Clothing,Merino Sweater,3,1230.26,3690.78,3,8
939,2025-04-15,North,Clothing,Merino Sweater,1,2418.9,2418.9,76,8
940,2025-04-28,North,Clothing,Running Shorts,2,1656.91,3313.82,47,9
941,2025-04-10,North,Clothing,Merino Sweater,6,588.58,3531.48,8,8
942,2025-04-01,North,Clothing,Merino Sweater,4,690.42,2761.68,63,8
943,2025-04-12,North,Clothing,Rain Jacket,8,282.37,2258.96,14,7
944,2025-04-27,North,Clothing,Running Shorts,3,619.35,1858.05,61,9
945,2025-04-28,North,Clothing,Rain Jacket,2,1307.49,2614.98,84,7
946,2025-04-25,North,Home,Cast Iron Pan,1,3277.77,3277.77,93,10
947,2025-04-07,North,Home,Cast Iron Pan,6,378.72,2272.32,42,10
948,2025-04-23,North,Home,Desk Lamp,5,541.53,2707.65,23,11
949,2025-04-28,North,Home,Throw Blanket,4,643.33,2573.32,71,12
950,2025-04-28,North,Home,Cast Iron Pan,8,303.52,2428.16,36,10
951,2025-04-12,North,Home,Throw Blanket,2,803.68,1607.36,19,12
952,2025-04-22,North,Home,Cast Iron Pan,1,2408.23,2408.23,8,10
953,2025-04-18,North,Home,Desk Lamp,1,3116.71,3116.71,14,11
954,2025-04-14,North,Home,Cast Iron Pan,3,1029.37,3088.11,81,10
955,2025-04-14,North,Home,Cast Iron Pan,4,777.45,3109.8,65,10
956,2025-04-29,North,Home,Throw Blanket,4,785.8,3143.2,72,12
957,2025-04-06,North,Home,Throw Blanket,5,325.37,1626.85,61,12
958,2025-04-05,North,Home,Desk Lamp,1,2562.04,2562.04,69,11
959,2025-04-27,North,Home,Cast Iron Pan,6,606.7,3640.2,78,10
960,2025-04-08,North,Home,Throw Blanket,6,553.37,3320.22,50,12
961,2025-04-09,North,Grocery,Protein Bars,3,746.35,2239.05,95,15
962,2025-04-16,North,Grocery,Protein Bars,6,402.38,2414.28,17,15
963,2025-04-05,North,Grocery,Olive Oil,2,787.07,1574.14,13,14
964,2025-04-06,North,Grocery,Olive Oil,5,460.73,2303.65,52,14
965,2025-04-22,North,Grocery,Coffee Beans,1,1519.11,1519.11,74,13
966,2025-04-01,North,Grocery,Olive Oil,8,311.82,2494.56,11,14
967,2025-04-15,North,Grocery,Protein Bars,8,167.8,1342.4,28,15
968,2025-04-08,North,Grocery,Protein Bars,8,275.31,2202.48,57,15
969,2025-04-30,North,Grocery,Coffee Beans,7,231.21,1618.47,99,13
970,2025-04-05,North,Grocery,Olive Oil,4,608.83,2435.32,94,14
971,2025-04-04,North,Grocery,Coffee Beans,1,1569.63,1569.63,40,13
972,2025-04-01,North,Grocery,Protein Bars,7,324.07,2268.49,39,15
973,2025-04-18,North,Grocery,Olive Oil,3,946.97,2840.91,68,14
974,2025-04-25,North,Grocery,Coffee Beans,8,316.41,2531.28,80,13
975,2025-04-16,North,Grocery,Olive Oil,3,845.75,2537.25,34,14
976,2025-04-20,South,Outdoor,Trail Backpack,6,511.88,3071.28,101,1
977,2025-04-12,South,Outdoor,Camping Tent,6,704.18,4225.08,112,2
978,2025-04-27,South,Outdoor,Trail Backpack,1,3932.87,3932.87,196,1
979,2025-04-13,South,Outdoor,Hiking Boots,6,717.04,4302.24,190,3
980,2025-04-19,South,Outdoor,Hiking Boots,7,625.47,4378.29,124,3
981,2025-04-02,South,Outdoor,Trail Backpack,4,1113.64,4454.56,154,1
982,2025-04-22,South,Outdoor,Trail Backpack,4,999.85,3999.4,119,1
983,2025-04-15,South,Outdoor,Hiking Boots,7,359.84,2518.88,158,3
984,2025-04-04,South,Outdoor,Camping Tent,7,396.48,2775.36,145,2
985,2025-04-27,South,Outdoor,Hiking Boots,5,445.67,2228.35,102,3
986,2025-04-08,South,Outdoor,Camping Tent,4,660.48,2641.92,153,2
987,2025-04-04,South,Outdoor,Trail Backpack,1,4112.7,4112.7,183,1
988,2025-04-05,South,Outdoor,Hiking Boots,7,355.06,2485.42,117,3
989,2025-04-19,South,Outdoor,Hiking Boots,2,2214.77,4429.54,109,3
990,2025-04-21,South,Outdoor,Camping Tent,8,269.67,2157.36,118,2
991,2025-04-23,South,Electronics,Smart Speaker,5,555.95,2779.75,155,5
992,2025-04-26,South,Electronics,Smart Speaker,6,423.53,2541.18,177,5
993,2025-04-27,South,Electronics,Smart Speaker,4,824.22,3296.88,140,5
994,2025-04-06,South,Electronics,Smart Speaker,8,377.15,3017.2,170,5
995,2025-04-07,South,Electronics,Smart Speaker,5,652.36,3261.8,110,5
996,2025-04-07,South,Electronics,Action Camera,8,605.67,4845.36,155,6
997,2025-04-05,South,Electronics,Smart Speaker,4,689.54,2758.16,137,5
998,2025-04-27,South,Electronics,Smart Speaker,7,372.31,2606.17,124,5
999,2025-04-02,South,Electronics,Smart Speaker,1,2740.95,2740.95,115,5
1000,2025-04-07,South,Electronics,Smart Speaker,1,3269.61,3269.61,175,5
1001,2025-04-11,South,Electronics,Wireless Earbuds,1,2523.76,2523.76,152,4
1002,2025-04-29,South,Electronics,Action Camera,3,1796.69,5390.07,125,6
1003,2025-04-17,South,Electronics,Smart Speaker,1,3969.4,3969.4,147,5
1004,2025-04-28,South,Electronics,Action Camera,6,904.46,5426.76,170,6
1005,2025-04-20,South,Electronics,Wireless Earbuds,3,1452.99,4358.97,147,4
1006,2025-04-05,South,Clothing,Running Shorts,6,474.98,2849.88,165,9
1007,2025-04-30,South,Clothing,Running Shorts,3,567.11,1701.33,139,9
1008,2025-04-13,South,Clothing,Merino Sweater,6,367.62,2205.72,141,8
1009,2025-04-26,South,Clothing,Running Shorts,3,1107.38,3322.14,188,9
1010,2025-04-09,South,Clothing,Merino Sweater,2,1726.14,3452.28,179,8
1011,2025-04-17,South,Clothing,Merino Sweater,4,568.13,2272.52,172,8
1012,2025-04-05,South,Clothing,Merino Sweater,2,868.78,1737.56,172,8
1013,2025-04-21,South,Clothing,Running Shorts,2,973.81,1947.62,118,9
1014,2025-04-27,South,Clothing,Rain Jacket,7,234.38,1640.66,156,7
1015,2025-04-29,South,Clothing,Running Shorts,1,2040.84,2040.84,104,9
1016,2025-04-04,South,Clothing,Running Shorts,7,435.26,3046.82,119,9
1017,2025-04-20,South,Clothing,Merino Sweater,5,635.59,3177.95,136,8
1018,2025-04-02,South,Clothing,Merino Sweater,4,572.53,2290.12,149,8
1019,2025-04-07,South,Clothing,Merino Sweater,1,3435.28,3435.28,182,8
1020,2025-04-12,South,Clothing,Running Shorts,7,349.84,2448.88,117,9
1021,2025-04-18,South,Home,Cast Iron Pan,6,344.55,2067.3,162,10
1022,2025-04-02,South,Home,Throw Blanket,5,299.17,1495.85,181,12
1023,2025-04-19,South,Home,Cast Iron Pan,8,178.56,1428.48,150,10
1024,2025-04-16,South,Home,Desk Lamp,2,1317.22,2634.44,168,11
1025,2025-04-22,South,Home,Desk Lamp,2,989.09,1978.18,179,11
1026,2025-04-17,South,Home,Desk Lamp,3,526.5,1579.5,198,11
1027,2025-04-15,South,Home,Throw Blanket,5,317.45,1587.25,172,12
1028,2025-04-23,South,Home,Throw Blanket,4,423.85,1695.4,198,12
1029,2025-04-10,South,Home,Cast Iron Pan,2,1359.48,2718.96,102,10
1030,2025-04-15,South,Home,Desk Lamp,6,401.77,2410.62,133,11
1031,2025-04-29,South,Home,Desk Lamp,6,488.97,2933.82,129,11
1032,2025-04-12,South,Home,Desk Lamp,2,713.51,1427.02,162,11
1033,2025-04-06,South,Home,Desk Lamp,7,218.96,1532.72,152,11
1034,2025-04-11,South,Home,Cast Iron Pan,7,314.41,2200.87,121,10
1035,2025-04-01,South,Home,Throw Blanket,6,459.64,2757.84,134,12
1036,2025-04-14,South,Grocery,Olive Oil,1,2402.28,2402.28,161,14
1037,2025-04-17,South,Grocery,Protein Bars,2,1087.15,2174.3,139,15
1038,2025-04-14,South,Grocery,Coffee Beans,6,182.97,1097.82,198,13
1039,2025-04-03,South,Grocery,Coffee Beans,2,626.67,1253.34,141,13
1040,2025-04-29,South,Grocery,Protein Bars,8,199.03,1592.24,200,15
1041,2025-04-13,South,Grocery,Protein Bars,6,346.5,2079.0,135,15
1042,2025-04-10,South,Grocery,Coffee Beans,2,957.4,1914.8,183,13
1043,2025-04-19,South,Grocery,Coffee Beans,4,500.56,2002.24,156,13
1044,2025-04-28,South,Grocery,Olive Oil,5,231.0,1155.0,156,14
1045,2025-04-23,South,Grocery,Olive Oil,1,2127.37,2127.37,169,14
1046,2025-04-16,South,Grocery,Olive Oil,4,404.78,1619.12,188,14
1047,2025-04-04,South,Grocery,Protein Bars,6,400.57,2403.42,197,15
1048,2025-04-09,South,Grocery,Olive Oil,1,1239.41,1239.41,182,14
1049,2025-04-11,South,Grocery,Protein Bars,8,297.55,2380.4,151,15
1050,2025-04-19,South,Grocery,Coffee Beans,4,283.16,1132.64,193,13
1051,2025-04-22,East,Outdoor,Trail Backpack,1,5207.29,5207.29,222,1
1052,2025-04-09,East,Outdoor,Camping Tent,1,2614.86,2614.86,230,2
1053,2025-04-27,East,Outdoor,Hiking Boots,2,1778.86,3557.72,293,3
1054,2025-04-30,East,Outdoor,Trail Backpack,7,614.53,4301.71,239,1
1055,2025-04-05,East,Outdoor,Hiking Boots,5,744.39,3721.95,234,3
1056,2025-04-23,East,Outdoor,Hiking Boots,8,419.92,3359.36,219,3
1057,2025-04-30,East,Outdoor,Camping Tent,8,438.12,3504.96,296,2
1058,2025-04-01,East,Outdoor,Camping Tent,1,2515.07,2515.07,286,2
1059,2025-04-06,East,Outdoor,Trail Backpack,2,2675.42,5350.84,205,1
1060,2025-04-13,East,Outdoor,Hiking Boots,6,650.93,3905.58,273,3
1061,2025-04-20,East,Outdoor,Camping Tent,1,2823.36,2823.36,212,2
1062,2025-04-16,East,Outdoor,Hiking Boots,8,691.84,5534.72,210,3
1063,2025-04-27,East,Outdoor,Camping Tent,8,651.78,5214.24,265,2
1064,2025-04-30,East,Outdoor,Camping Tent,2,1883.94,3767.88,229,2
1065,2025-04-18,East,Outdoor,Camping Tent,2,2811.7,5623.4,250,2
1066,2025-04-21,East,Electronics,Wireless Earbuds,1,3321.37,3321.37,277,4
1067,2025-04-15,East,Electronics,Smart Speaker,3,1346.68,4040.04,280,5
1068,2025-04-28,East,Electronics,Action Camera,2,2726.25,5452.5,257,6
1069,2025-04-21,East,Electronics,Smart Speaker,7,447.73,3134.11,246,5
1070,2025-04-05,East,Electronics,Action Camera,3,2252.87,6758.61,238,6
1071,2025-04-04,East,Electronics,Smart Speaker,8,672.14,5377.12,226,5
1072,2025-04-30,East,Electronics,Wireless Earbuds,6,772.6,4635.6,279,4
1073,2025-04-03,East,Electronics,Wireless Earbuds,1,4405.32,4405.32,235,4
1074,2025-04-28,East,Electronics,Smart Speaker,2,2446.68,4893.36,237,5
1075,2025-04-07,East,Electronics,Action Camera,5,1115.44,5577.2,205,6
1076,2025-04-16,East,Electronics,Smart Speaker,4,948.2,3792.8,250,5
1077,2025-04-26,East,Electronics,Smart Speaker,3,1677.78,5033.34,213,5
1078,2025-04-12,East,Electronics,Wireless Earbuds,2,3521.29,7042.58,201,4
1079,2025-04-16,East,Electronics,Smart Speaker,2,2136.44,4272.88,300,5
1080,2025-04-05,East,Electronics,Smart Speaker,3,1453.7,4361.1,266,5
1081,2025-04-18,East,Clothing,Rain Jacket,4,1040.36,4161.44,230,7
1082,2025-04-28,East,Clothing,Merino Sweater,1,2074.25,2074.25,259,8
1083,2025-04-25,East,Clothing,Running Shorts,8,245.24,1961.92,204,9
1084,2025-04-20,East,Clothing,Running Shorts,6,527.59,3165.54,294,9
1085,2025-04-30,East,Clothing,Rain Jacket,2,1853.58,3707.16,251,7
1086,2025-04-06,East,Clothing,Rain Jacket,6,331.14,1986.84,208,7
1087,2025-04-12,East,Clothing,Merino Sweater,6,588.69,3532.14,299,8
1088,2025-04-10,East,Clothing,Merino Sweater,3,708.91,2126.73,215,8
1089,2025-04-01,East,Clothing,Rain Jacket,3,1053.59,3160.77,213,7
1090,2025-04-01,East,Clothing,Rain Jacket,6,431.62,2589.72,241,7
1091,2025-04-03,East,Clothing,Rain Jacket,5,829.27,4146.35,226,7
1092,2025-04-18,East,Clothing,Merino Sweater,1,2814.17,2814.17,290,8
1093,2025-04-29,East,Clothing,Rain Jacket,8,253.87,2030.96,282,7
1094,2025-04-12,East,Clothing,Rain Jacket,5,763.89,3819.45,270,7
1095,2025-04-30,East,Clothing,Running Shorts,6,415.65,2493.9,261,9
1096,2025-04-19,East,Home,Throw Blanket,6,498.27,2989.62,285,12
1097,2025-04-28,East,Home,Cast Iron Pan,5,435.03,2175.15,244,10
1098,2025-04-06,East,Home,Cast Iron Pan,1,2222.79,2222.79,221,10
1099,2025-04-29,East,Home,Throw Blanket,8,319.08,2552.64,266,12
1100,2025-04-24,East,Home,Cast Iron Pan,2,1180.93,2361.86,275,10
1101,2025-04-13,East,Home,Cast Iron Pan,5,796.84,3984.2,250,10
1102,2025-04-12,East,Home,Throw Blanket,1,2509.26,2509.26,243,12
1103,2025-04-11,East,Home,Desk Lamp,6,372.44,2234.64,264,11
1104,2025-04-11,East,Home,Cast Iron Pan,3,861.43,2584.29,286,10
1105,2025-04-21,East,Home,Throw Blanket,1,2797.78,2797.78,294,12
1106,2025-04-08,East,Home,Cast Iron Pan,1,2269.34,2269.34,228,10
1107,2025-04-10,East,Home,Cast Iron Pan,4,946.52,3786.08,250,10
1108,2025-04-27,East,Home,Throw Blanket,6,351.03,2106.18,211,12
1109,2025-04-13,East,Home,Desk Lamp,2,1294.45,2588.9,281,11
1110,2025-04-18,East,Home,Cast Iron Pan,6,469.61,2817.66,268,10
1111,2025-04-23,East,Grocery,Olive Oil,6,250.92,1505.52,246,14
1112,2025-04-28,East,Grocery,Coffee Beans,4,571.75,2287.0,268,13
1113,2025-04-12,East,Grocery,Protein Bars,4,634.67,2538.68,297,15
1114,2025-04-27,East,Grocery,Olive Oil,4,433.37,1733.48,245,14
1115,2025-04-14,East,Grocery,Coffee Beans,3,1003.85,3011.55,296,13
1116,2025-04-03,East,Grocery,Protein Bars,3,749.43,2248.29,232,15
1117,2025-04-05,East,Grocery,Protein Bars,4,438.26,1753.04,212,15
1118,2025-04-20,East,Grocery,Protein Bars,8,290.55,2324.4,251,15
1119,2025-04-06,East,Grocery,Protein Bars,1,3131.12,3131.12,252,15
1120,2025-04-13,East,Grocery,Coffee Beans,3,847.77,2543.31,206,13
1121,2025-04-07,East,Grocery,Protein Bars,7,415.1,2905.7,271,15
1122,2025-04-11,East,Grocery,Protein Bars,4,496.79,1987.16,212,15
1123,2025-04-05,East,Grocery,Protein Bars,6,443.13,2658.78,202,15
1124,2025-04-21,East,Grocery,Olive Oil,3,971.16,2913.48,235,14
1125,2025-04-14,East,Grocery,Protein Bars,5,280.97,1404.85,242,15
1126,2025-04-12,West,Outdoor,Hiking Boots,3,1302.52,3907.56,342,3
1127,2025-04-04,West,Outdoor,Camping Tent,6,480.43,2882.58,302,2
1128,2025-04-01,West,Outdoor,Camping Tent,4,1415.59,5662.36,379,2
1129,2025-04-02,West,Outdoor,Camping Tent,6,868.15,5208.9,375,2
1130,2025-04-25,West,Outdoor,Hiking Boots,2,3039.92,6079.84,345,3
1131,2025-04-08,West,Outdoor,Hiking Boots,2,2757.82,5515.64,388,3
1132,2025-04-07,West,Outdoor,Hiking Boots,3,1238.69,3716.07,322,3
1133,2025-04-24,West,Outdoor,Trail Backpack,3,1971.29,5913.87,359,1
1134,2025-04-26,West,Outdoor,Hiking Boots,8,518.47,4147.76,342,3
1135,2025-04-22,West,Outdoor,Trail Backpack,8,400.57,3204.56,393,1
1136,2025-04-25,West,Outdoor,Camping Tent,1,3927.67,3927.67,383,2
1137,2025-04-27,West,Outdoor,Hiking Boots,3,1506.29,4518.87,316,3
1138,2025-04-21,West,Outdoor,Hiking Boots,4,1366.93,5467.72,319,3
1139,2025-04-09,West,Outdoor,Trail Backpack,8,662.57,5300.56,312,1
1140,2025-04-02,West,Outdoor,Hiking Boots,6,616.76,3700.56,354,3
1141,2025-04-13,West,Electronics,Smart Speaker,6,1209.54,7257.24,392,5
1142,2025-04-03,West,Electronics,Action Camera,5,1287.3,6436.5,377,6
1143,2025-04-23,West,Electronics,Smart Speaker,8,611.9,4895.2,399,5
1144,2025-04-21,West,Electronics,Wireless Earbuds,7,805.32,5637.24,301,4
1145,2025-04-23,West,Electronics,Action Camera,5,1433.17,7165.85,360,6
1146,2025-04-16,West,Electronics,Smart Speaker,7,886.41,6204.87,393,5
1147,2025-04-21,West,Electronics,Smart Speaker,5,1392.53,6962.65,343,5
1148,2025-04-29,West,Electronics,Wireless Earbuds,8,872.98,6983.84,345,4
1149,2025-04-08,West,Electronics,Smart Speaker,4,1342.77,5371.08,386,5
1150,2025-04-08,West,Electronics,Smart Speaker,4,1130.49,4521.96,387,5
1151,2025-04-04,West,Electronics,Smart Speaker,4,1925.86,7703.44,382,5
1152,2025-04-17,West,Electronics,Action Camera,8,513.59,4108.72,371,6
1153,2025-04-09,West,Electronics,Wireless Earbuds,2,2401.68,4803.36,400,4
1154,2025-04-18,West,Electronics,Smart Speaker,4,1886.69,7546.76,356,5
1155,2025-04-30,West,Electronics,Action Camera,3,1553.43,4660.29,376,6
1156,2025-04-19,West,Clothing,Running Shorts,1,3607.34,3607.34,390,9
1157,2025-04-28,West,Clothing,Running Shorts,6,729.02,4374.12,391,9
1158,2025-04-28,West,Clothing,Rain Jacket,1,3032.68,3032.68,374,7
1159,2025-04-18,West,Clothing,Running Shorts,8,309.15,2473.2,334,9
1160,2025-04-03,West,Clothing,Rain Jacket,6,786.23,4717.38,350,7
1161,2025-04-26,West,Clothing,Merino Sweater,6,653.47,3920.82,398,8
1162,2025-04-25,West,Clothing,Running Shorts,3,1434.78,4304.34,320,9
1163,2025-04-02,West,Clothing,Merino Sweater,6,499.57,2997.42,310,8
1164,2025-04-13,West,Clothing,Running Shorts,8,270.13,2161.04,360,9
1165,2025-04-25,West,Clothing,Merino Sweater,1,2467.6,2467.6,398,8
1166,2025-04-21,West,Clothing,Merino Sweater,3,915.43,2746.29,395,8
1167,2025-04-08,West,Clothing,Merino Sweater,2,2441.11,4882.22,346,8
1168,2025-04-01,West,Clothing,Rain Jacket,2,1761.8,3523.6,333,7
1169,2025-04-17,West,Clothing,Merino Sweater,8,609.71,4877.68,364,8
1170,2025-04-05,West,Clothing,Merino Sweater,6,529.4,3176.4,398,8
1171,2025-04-06,West,Home,Desk Lamp,8,392.96,3143.68,396,11
1172,2025-04-20,West,Home,Desk Lamp,6,646.91,3881.46,302,11
1173,2025-04-15,West,Home,Throw Blanket,1,3638.96,3638.96,302,12
1174,2025-04-07,West,Home,Throw Blanket,8,380.64,3045.12,334,12
1175,2025-04-13,West,Home,Cast Iron Pan,2,1281.62,2563.24,397,10
1176,2025-04-05,West,Home,Desk Lamp,6,513.14,3078.84,340,11
1177,2025-04-07,West,Home,Throw Blanket,2,1362.43,2724.86,393,12
1178,2025-04-22,West,Home,Throw Blanket,4,900.54,3602.16,339,12
1179,2025-04-04,West,Home,Desk Lamp,8,421.53,3372.24,363,11
1180,2025-04-04,West,Home,Cast Iron Pan,4,1093.65,4374.6,351,10
1181,2025-04-30,West,Home,Cast Iron Pan,8,338.27,2706.16,320,10
1182,2025-04-08,West,Home,Cast Iron Pan,1,4289.29,4289.29,370,10
1183,2025-04-22,West,Home,Throw Blanket,1,2556.95,2556.95,393,12
1184,2025-04-20,West,Home,Cast Iron Pan,3,992.48,2977.44,333,10
1185,2025-04-25,West,Home,Desk Lamp,2,1209.13,2418.26,384,11
1186,2025-04-15,West,Grocery,Protein Bars,6,492.91,2957.46,380,15
1187,2025-04-23,West,Grocery,Protein Bars,7,485.0,3395.0,396,15
1188,2025-04-25,West,Grocery,Coffee Beans,1,1960.74,1960.74,377,13
1189,2025-04-20,West,Grocery,Protein Bars,5,613.55,3067.75,323,15
1190,2025-04-03,West,Grocery,Coffee Beans,5,622.83,3114.15,396,13
1191,2025-04-16,West,Grocery,Protein Bars,4,474.48,1897.92,388,15
1192,2025-04-29,West,Grocery,Coffee Beans,7,399.9,2799.3,375,13
1193,2025-04-14,West,Grocery,Olive Oil,8,422.69,3381.52,324,14
1194,2025-04-23,West,Grocery,Olive Oil,2,1271.44,2542.88,368,14
1195,2025-04-24,West,Grocery,Olive Oil,7,471.53,3300.71,328,14
1196,2025-04-25,West,Grocery,Coffee Beans,1,1520.41,1520.41,361,13
1197,2025-04-08,West,Grocery,Olive Oil,7,262.41,1836.87,383,14
1198,2025-04-22,West,Grocery,Protein Bars,7,234.38,1640.66,396,15
1199,2025-04-24,West,Grocery,Protein Bars,2,1388.99,2777.98,324,15
1200,2025-04-27,West,Grocery,Coffee Beans,7,419.05,2933.35,312,13
1201,2025-05-17,North,Outdoor,Trail Backpack,1,3050.71,3050.71,76,1
1202,2025-05-23,North,Outdoor,Hiking Boots,4,1090.79,4363.16,86,3
1203,2025-05-08,North,Outdoor,Trail Backpack,8,513.4,4107.2,14,1
1204,2025-05-18,North,Outdoor,Trail Backpack,4,1103.94,4415.76,93,1
1205,2025-05-25,North,Outdoor,Trail Backpack,3,1159.29,3477.87,96,1
1206,2025-05-04,North,Outdoor,Camping Tent,6,745.6,4473.6,82,2
1207,2025-05-02,North,Outdoor,Trail Backpack,5,852.94,4264.7,5,1
1208,2025-05-13,North,Outdoor,Camping Tent,2,1798.45,3596.9,41,2
1209,2025-05-29,North,Outdoor,Camping Tent,4,1025.08,4100.32,21,2
1210,2025-05-09,North,Outdoor,Hiking Boots,1,5202.59,5202.59,39,3
1211,2025-05-10,North,Outdoor,Hiking Boots,2,1870.16,3740.32,91,3
1212,2025-05-11,North,Outdoor,Hiking Boots,8,462.58,3700.64,63,3
1213,2025-05-04,North,Outdoor,Trail Backpack,2,1626.13,3252.26,74,1
1214,2025-05-22,North,Outdoor,Hiking Boots,4,910.95,3643.8,30,3
1215,2025-05-30,North,Outdoor,Trail Backpack,1,5280.0,5280.0,68,1
1216,2025-05-12,North,Electronics,Smart Speaker,7,729.57,5106.99,51,5
1217,2025-05-03,North,Electronics,Smart Speaker,4,1033.48,4133.92,63,5
1218,2025-05-17,North,Electronics,Smart Speaker,7,592.67,4148.69,86,5
1219,2025-05-23,North,Electronics,Action Camera,7,867.48,6072.36,11,6
1220,2025-05-10,North,Electronics,Action Camera,6,681.75,4090.5,16,6
1221,2025-05-06,North,Electronics,Smart Speaker,5,1357.85,6789.25,22,5
1222,2025-05-08,North,Electronics,Action Camera,2,1756.16,3512.32,12,6
1223,2025-05-05,North,Electronics,Wireless Earbuds,1,5424.73,5424.73,8,4
1224,2025-05-11,North,Electronics,Smart Speaker,5,951.92,4759.6,89,5
1225,2025-05-01,North,Electronics,Smart Speaker,8,597.12,4776.96,37,5
1226,2025-05-24,North,Electronics,Wireless Earbuds,1,5954.34,5954.34,90,4
1227,2025-05-14,North,Electronics,Smart Speaker,4,1127.86,4511.44,96,5
1228,2025-05-07,North,Electronics,Smart Speaker,5,761.29,3806.45,62,5
1229,2025-05-18,North,Electronics,Wireless Earbuds,5,935.7,4678.5,14,4
1230,2025-05-26,North,Electronics,Wireless Earbuds,1,3530.2,3530.2,46,4
1231,2025-05-16,North,Clothing,Rain Jacket,8,449.48,3595.84,98,7
1232,2025-05-01,North,Clothing,Merino Sweater,1,2098.37,2098.37,4,8
1233,2025-05-25,North,Clothing,Merino Sweater,4,723.73,2894.92,99,8
1234,2025-05-10,North,Clothing,Merino Sweater,4,600.21,2400.84,2,8
1235,2025-05-24,North,Clothing,Rain Jacket,6,711.0,4266.0,92,7
1236,2025-05-21,North,Clothing,Rain Jacket,3,1077.8,3233.4,80,7
1237,2025-05-29,North,Clothing,Rain Jacket,6,583.67,3502.02,79,7
1238,2025-05-28,North,Clothing,Running Shorts,2,950.84,1901.68,75,9
1239,2025-05-27,North,Clothing,Running Shorts,5,409.3,2046.5,85,9
1240,2025-05-09,North,Clothing,Rain Jacket,7,263.11,1841.77,52,7
1241,2025-05-13,North,Clothing,Running Shorts,4,651.91,2607.64,32,9
1242,2025-05-20,North,Clothing,Running Shorts,3,769.6,2308.8,30,9
1243,2025-05-20,North,Clothing,Merino Sweater,7,286.86,2008.02,73,8
1244,2025-05-17,North,Clothing,Rain Jacket,1,2636.57,2636.57,13,7
1245,2025-05-23,North,Clothing,Merino Sweater,4,598.06,2392.24,27,8
1246,2025-05-11,North,Home,Cast Iron Pan,8,482.22,3857.76,4,10
1247,2025-05-28,North,Home,Cast Iron Pan,8,273.5,2188.0,14,10
1248,2025-05-14,North,Home,Desk Lamp,6,474.82,2848.92,58,11
1249,2025-05-31,North,Home,Throw Blanket,2,1710.89,3421.78,50,12
1250,2025-05-09,North,Home,Cast Iron Pan,7,336.24,2353.68,57,10
1251,2025-05-27,North,Home,Throw Blanket,3,615.38,1846.14,32,12
1252,2025-05-26,North,Home,Cast Iron Pan,4,503.11,2012.44,65,10
1253,2025-05-31,North,Home,Desk Lamp,3,1072.98,3218.94,99,11
1254,2025-05-07,North,Home,Cast Iron Pan,8,343.66,2749.28,19,10
